Product_ID,Product_Name,Brand,Category,Sub_Category,Material,Unit_Cost,Selling_Price,MRP,Warranty_Years
PROD6725,Zenvilla Modular Shelf Model 1725,AuraHome,Storage & Organisation,Modular Shelf,Plastic,11087.61,19155.84,22029.22,3
PROD6726,Roomify Study Desk Model 1726,IndiCasa,Furniture,Study Table,Wood,12109.03,17257.93,19846.62,2
PROD6727,VastuLiving Bed Model 1727,HabiNest,Furniture,Bed,Plastic,11061.02,22029.67,25334.12,2
PROD6728,Decoria Doormat Model 1728,CasaNova,Home Utility,Doormat,Plastic,9026.42,17523.26,20151.75,0
PROD6729,Furnivo Clock Model 1729,Roomify,Home Decor,Clock,Glass,13074.54,25866.01,29745.91,0
PROD6730,IndiCasa Comforter Model 1730,InHome,Bedding & Furnishings,Comforter,Fabric,2639.24,3950.75,4543.36,3
PROD6731,SpaceCraft Mirror Model 1731,SpaceCraft,Home Decor,Mirror,Glass,5892.06,9759.98,11223.98,2
PROD6732,DesiCraft Dinnerware Model 1732,HabiNest,Kitchen & Dining,Dinnerware,Wood,7957.43,18887.59,21720.73,2
PROD6733,BharatLiving Cookware Set Model 1733,UrbanNest,Kitchen & Dining,Cookware Set,Plastic,5416.21,12641.07,14537.23,2
PROD6734,Roomify Curtain Model 1734,IndiCasa,Bedding & Furnishings,Curtain,Fabric,4842.28,10024.36,11528.01,3
PROD6735,Zenvilla Cookware Set Model 1735,HomeSphere,Kitchen & Dining,Cookware Set,Wood,19192,45692.46,52546.33,1
PROD6736,Furnivo Bedsheet Model 1736,HomeSphere,Bedding & Furnishings,Bedsheet,Plastic,10768.68,21493.72,24717.78,3
PROD6737,DesiCraft Step Ladder Model 1737,HomeSphere,Home Utility,Step Ladder,Glass,12730.1,18939.01,21779.86,0
PROD6738,SpaceCraft Decor Accents Model 1738,DesiCraft,Home Decor,Decor Accents,Fabric,682.94,1622.47,1865.84,0
PROD6739,BharatLiving Floor Lamp Model 1739,HabiNest,Lighting,Floor Lamp,Glass,3681.03,8831.3,10155.99,1
PROD6740,IndiCasa Clock Model 1740,CasaAura,Home Decor,Clock,Wood,13052.62,23086.1,26549.01,2
PROD6741,Livora Ironing Board Model 1741,AuraHome,Home Utility,Ironing Board,Fabric,18494.53,35074.15,40335.27,1
PROD6742,VastuLiving Comforter Model 1742,HomeSphere,Bedding & Furnishings,Comforter,Glass,4474.18,7546.59,8678.58,3
PROD6743,HabiNest Mirror Model 1743,VastuLiving,Home Decor,Mirror,Metal,14211.08,27345.67,31447.52,1
PROD6744,Decoria Dinnerware Model 1744,HomeSphere,Kitchen & Dining,Dinnerware,Metal,12072.1,27533.65,31663.7,2
PROD6745,IndiCasa Wall Art Model 1745,SpaceCraft,Home Decor,Wall Art,Wood,14735.66,26682.79,30685.21,0
PROD6746,InHome Comforter Model 1746,Livora,Bedding & Furnishings,Comforter,Metal,10888.51,17580.81,20217.93,3
PROD6747,Nestora Cookware Set Model 1747,CasaAura,Kitchen & Dining,Cookware Set,Metal,8335.06,18663.8,21463.37,1
PROD6748,VastuLiving Study Desk Model 1748,Zenvilla,Furniture,Study Table,Fabric,6096.08,8701.04,10006.2,2
PROD6749,AuraHome Ceiling Light Model 1749,DesiCraft,Lighting,Ceiling Light,Plastic,11943.21,27610.64,31752.24,2
PROD6750,UrbanNest Step Ladder Model 1750,CasaAura,Home Utility,Step Ladder,Fabric,1244.03,2925.61,3364.45,1
PROD6751,AuraHome Sofa Model 1751,Furnivo,Furniture,Sofa,Glass,6803.24,14605.38,16796.19,1
PROD6752,CasaNova Floor Lamp Model 1752,DesiCraft,Lighting,Floor Lamp,Fabric,5049.21,9804.06,11274.67,2
PROD6753,Decoria Decor Accents Model 1753,Zenvilla,Home Decor,Decor Accents,Metal,5498.13,13107.77,15073.94,0
PROD6754,IndiCasa Doormat Model 1754,Zenvilla,Home Utility,Doormat,Glass,18233.69,36547.31,42029.41,0
PROD6755,Decoria Bed Model 1755,CasaNova,Furniture,Bed,Glass,9448.3,20866.48,23996.45,1
PROD6756,Furnivo Wardrobe Model 1756,Zenvilla,Furniture,Wardrobe,Fabric,11210.7,17141.93,19713.22,2
PROD6757,HomeSphere Plastic Box Model 1757,CasaAura,Storage & Organisation,Plastic Box,Metal,11069.83,19620.51,22563.59,3
PROD6758,InHome Comforter Model 1758,CasaAura,Bedding & Furnishings,Comforter,Plastic,5828.43,8741.82,10053.09,3
PROD6759,DesiCraft Mirror Model 1759,Zenvilla,Home Decor,Mirror,Plastic,12595.15,26003.98,29904.58,0
PROD6760,Decoria Ironing Board Model 1760,Decoria,Home Utility,Ironing Board,Plastic,764.96,1239.71,1425.67,2
PROD6761,SpaceCraft Storage Cabinet Model 1761,InHome,Storage & Organisation,Storage Cabinet,Glass,18777.48,34915.4,40152.71,3
PROD6762,Livora Mirror Model 1762,InHome,Home Decor,Mirror,Glass,9455.21,14003.9,16104.48,3
PROD6763,Nestora Dinnerware Model 1763,HomeSphere,Kitchen & Dining,Dinnerware,Plastic,2129.26,4047.06,4654.12,0
PROD6764,HomeSphere Comforter Model 1764,Livora,Bedding & Furnishings,Comforter,Glass,11782.67,26313.38,30260.39,1
PROD6765,Furnivo Floor Lamp Model 1765,InHome,Lighting,Floor Lamp,Plastic,10086.44,22096.87,25411.4,1
PROD6766,Nestora Step Ladder Model 1766,Roomify,Home Utility,Step Ladder,Plastic,18571.32,31925.65,36714.5,3
PROD6767,HomeSphere Floor Lamp Model 1767,VastuLiving,Lighting,Floor Lamp,Fabric,7564.56,14472.07,16642.88,1
PROD6768,VastuLiving Decor Accents Model 1768,AuraHome,Home Decor,Decor Accents,Metal,16327.05,36333.76,41783.82,2
PROD6769,BharatLiving Pillow Model 1769,HomeSphere,Bedding & Furnishings,Pillow,Plastic,14797.3,21351.42,24554.13,0
PROD6770,DesiCraft Dinnerware Model 1770,Furnivo,Kitchen & Dining,Dinnerware,Fabric,6501.7,14803.97,17024.57,0
PROD6771,CasaAura Ceiling Light Model 1771,VastuLiving,Lighting,Ceiling Light,Wood,14987.15,35751.65,41114.4,3
PROD6772,BharatLiving Wall Art Model 1772,InHome,Home Decor,Wall Art,Glass,742.35,1132.06,1301.87,1
PROD6773,VastuLiving Storage Cabinet Model 1773,UrbanNest,Storage & Organisation,Storage Cabinet,Glass,3415.89,6418.37,7381.13,3
PROD6774,HomeSphere Step Ladder Model 1774,Nestora,Home Utility,Step Ladder,Fabric,13379.75,23478.14,26999.86,0
PROD6775,Livora Pillow Model 1775,VastuLiving,Bedding & Furnishings,Pillow,Wood,9627.12,21224.06,24407.67,1
PROD6776,AuraHome Comforter Model 1776,Furnivo,Bedding & Furnishings,Comforter,Metal,3913.91,5879.01,6760.86,3
PROD6777,CasaAura Desk Lamp Model 1777,AuraHome,Lighting,Table Lamp,Glass,13378.89,21755.57,25018.91,1
PROD6778,InHome Step Ladder Model 1778,InHome,Home Utility,Step Ladder,Plastic,18177.53,35064.91,40324.65,3
PROD6779,CasaNova Storage Container Model 1779,Nestora,Kitchen & Dining,Storage Container,Metal,14157.86,28378.92,32635.76,2
PROD6780,IndiCasa Study Desk Model 1780,HomeSphere,Furniture,Study Table,Glass,13371.04,30989.01,35637.36,1
PROD6781,Livora Floor Lamp Model 1781,SpaceCraft,Lighting,Floor Lamp,Fabric,10654.63,19743.4,22704.91,0
PROD6782,VastuLiving Desk Lamp Model 1782,AuraHome,Lighting,Table Lamp,Plastic,1370.59,2302.31,2647.66,1
PROD6783,BharatLiving Doormat Model 1783,AuraHome,Home Utility,Doormat,Plastic,7765.89,18056.04,20764.45,1
PROD6784,SpaceCraft Modular Shelf Model 1784,DesiCraft,Storage & Organisation,Modular Shelf,Wood,9666.19,20713.71,23820.77,1
PROD6785,SpaceCraft Bedsheet Model 1785,Furnivo,Bedding & Furnishings,Bedsheet,Metal,6282.1,9373.66,10779.71,1
PROD6786,Zenvilla Ceiling Light Model 1786,Furnivo,Lighting,Ceiling Light,Fabric,13637.94,24236.33,27871.78,0
PROD6787,AuraHome Dinnerware Model 1787,Furnivo,Kitchen & Dining,Dinnerware,Plastic,5667.65,11047.14,12704.21,1
PROD6788,UrbanNest Storage Container Model 1788,UrbanNest,Kitchen & Dining,Storage Container,Fabric,7028.6,14531.62,16711.36,0
PROD6789,CasaNova Comforter Model 1789,VastuLiving,Bedding & Furnishings,Comforter,Plastic,10146.49,14954.41,17197.57,2
PROD6790,Decoria Cookware Set Model 1790,Roomify,Kitchen & Dining,Cookware Set,Wood,17045.5,31140.84,35811.97,0
PROD6791,UrbanNest Plastic Box Model 1791,Furnivo,Storage & Organisation,Plastic Box,Fabric,3653.84,6243.83,7180.4,3
PROD6792,CasaAura Plastic Box Model 1792,Nestora,Storage & Organisation,Plastic Box,Wood,6741.7,11396.75,13106.26,2
PROD6793,Zenvilla Step Ladder Model 1793,Nestora,Home Utility,Step Ladder,Glass,8072.13,16283.92,18726.51,0
PROD6794,HomeSphere Ceiling Light Model 1794,Nestora,Lighting,Ceiling Light,Plastic,9901.06,14455.65,16624,1
PROD6795,Nestora Step Ladder Model 1795,HomeSphere,Home Utility,Step Ladder,Metal,9595.81,16262.83,18702.25,2
PROD6796,CasaAura Modular Shelf Model 1796,Furnivo,Storage & Organisation,Modular Shelf,Plastic,11415.6,17420.37,20033.43,0
PROD6797,DesiCraft Desk Lamp Model 1797,DesiCraft,Lighting,Table Lamp,Wood,3059.82,4648.84,5346.17,1
PROD6798,UrbanNest Ceiling Light Model 1798,Zenvilla,Lighting,Ceiling Light,Glass,10548.56,24533.21,28213.19,1
PROD6799,InHome Dinnerware Model 1799,HomeSphere,Kitchen & Dining,Dinnerware,Plastic,9015,19579.57,22516.51,0
PROD6800,SpaceCraft Decor Accents Model 1800,InHome,Home Decor,Decor Accents,Wood,17892.64,40889.61,47023.05,3
PROD6801,HabiNest Bed Model 1801,Roomify,Furniture,Bed,Metal,6390.18,11611.83,13353.6,2
PROD6802,HomeSphere Dining Desk Model 1802,BharatLiving,Furniture,Dining Table,Metal,6333.04,9654.11,11102.23,1
PROD6803,IndiCasa Bed Model 1803,DesiCraft,Furniture,Bed,Metal,16175.27,35951.7,41344.45,1
PROD6804,CasaNova Plastic Box Model 1804,VastuLiving,Storage & Organisation,Plastic Box,Wood,8159.57,13039,14994.85,1
PROD6805,HabiNest Floor Lamp Model 1805,Roomify,Lighting,Floor Lamp,Glass,12180.85,24887.59,28620.73,0
PROD6806,Livora Modular Shelf Model 1806,AuraHome,Storage & Organisation,Modular Shelf,Metal,3790.05,6919.59,7957.53,1
PROD6807,Furnivo Doormat Model 1807,CasaNova,Home Utility,Doormat,Wood,12203.78,23603.21,27143.69,1
PROD6808,UrbanNest Desk Lamp Model 1808,IndiCasa,Lighting,Table Lamp,Wood,12818.98,18399.73,21159.69,2
PROD6809,CasaAura Decor Accents Model 1809,Livora,Home Decor,Decor Accents,Fabric,13766.85,28306.99,32553.04,1
PROD6810,Roomify TV Unit Model 1810,BharatLiving,Furniture,TV Unit,Plastic,11352.16,19506.87,22432.9,2
PROD6811,IndiCasa Storage Cabinet Model 1811,VastuLiving,Storage & Organisation,Storage Cabinet,Wood,11652.74,23844.22,27420.85,1
PROD6812,UrbanNest Comforter Model 1812,Roomify,Bedding & Furnishings,Comforter,Plastic,11441.32,18030.16,20734.68,3
PROD6813,Furnivo Doormat Model 1813,CasaAura,Home Utility,Doormat,Glass,1913.08,3323.42,3821.93,0
PROD6814,SpaceCraft Floor Lamp Model 1814,Decoria,Lighting,Floor Lamp,Fabric,7827.38,16465.73,18935.59,3
PROD6815,UrbanNest Storage Cabinet Model 1815,AuraHome,Storage & Organisation,Storage Cabinet,Fabric,5122.05,11030.92,12685.56,3
PROD6816,HabiNest Floor Lamp Model 1816,Roomify,Lighting,Floor Lamp,Glass,16895.67,35167.91,40443.1,0
PROD6817,Decoria Bed Model 1817,Livora,Furniture,Bed,Glass,18797.56,35374.5,40680.67,1
PROD6818,VastuLiving Ceiling Light Model 1818,IndiCasa,Lighting,Ceiling Light,Wood,14151.45,26219.18,30152.06,2
PROD6819,VastuLiving Plastic Box Model 1819,Decoria,Storage & Organisation,Plastic Box,Plastic,16611.75,26195.29,30124.58,0
PROD6820,BharatLiving Study Desk Model 1820,AuraHome,Furniture,Study Table,Glass,17856.06,25991.97,29890.77,3
PROD6821,InHome Bedsheet Model 1821,IndiCasa,Bedding & Furnishings,Bedsheet,Glass,7322.08,16684.02,19186.62,3
PROD6822,Decoria Mirror Model 1822,HomeSphere,Home Decor,Mirror,Fabric,11539.19,25309.87,29106.35,3
PROD6823,AuraHome Clock Model 1823,BharatLiving,Home Decor,Clock,Plastic,1192.17,2691.82,3095.59,0
PROD6824,Roomify Floor Lamp Model 1824,InHome,Lighting,Floor Lamp,Metal,12182.86,28699.2,33004.08,2
PROD6825,IndiCasa Curtain Model 1825,AuraHome,Bedding & Furnishings,Curtain,Glass,11083.06,19129.94,21999.43,2
PROD6826,DesiCraft Step Ladder Model 1826,DesiCraft,Home Utility,Step Ladder,Fabric,18528.62,38599.36,44389.26,0
PROD6827,Decoria Ceiling Light Model 1827,CasaAura,Lighting,Ceiling Light,Plastic,12380.81,28803.45,33123.97,2
PROD6828,UrbanNest Bedsheet Model 1828,UrbanNest,Bedding & Furnishings,Bedsheet,Metal,14808.98,25079.58,28841.52,1
PROD6829,SpaceCraft Storage Container Model 1829,Furnivo,Kitchen & Dining,Storage Container,Wood,1893.22,3387.82,3895.99,3
PROD6830,Zenvilla Bed Model 1830,Furnivo,Furniture,Bed,Glass,4791.18,8146.3,9368.24,0
PROD6831,CasaNova Ceiling Light Model 1831,DesiCraft,Lighting,Ceiling Light,Fabric,13666.97,31656.28,36404.72,3
PROD6832,CasaNova TV Unit Model 1832,Furnivo,Furniture,TV Unit,Wood,7487.89,10759.34,12373.24,0
PROD6833,UrbanNest Pillow Model 1833,AuraHome,Bedding & Furnishings,Pillow,Fabric,4203.18,7637,8782.55,3
PROD6834,BharatLiving Floor Lamp Model 1834,CasaAura,Lighting,Floor Lamp,Metal,7460.37,15023.69,17277.24,1
PROD6835,VastuLiving Mirror Model 1835,CasaNova,Home Decor,Mirror,Wood,9202.12,17401.52,20011.75,2
PROD6836,CasaNova Clock Model 1836,Zenvilla,Home Decor,Clock,Fabric,1160.2,2131.25,2450.94,2
PROD6837,DesiCraft Decor Accents Model 1837,IndiCasa,Home Decor,Decor Accents,Metal,10439.88,15204.79,17485.51,1
PROD6838,Zenvilla Cookware Set Model 1838,CasaNova,Kitchen & Dining,Cookware Set,Plastic,6015.97,8865.96,10195.85,2
PROD6839,Decoria Desk Lamp Model 1839,Furnivo,Lighting,Table Lamp,Wood,14721.25,33845.1,38921.86,0
PROD6840,AuraHome Wall Art Model 1840,AuraHome,Home Decor,Wall Art,Metal,18547.49,44173.97,50800.07,3
PROD6841,Zenvilla Pillow Model 1841,Nestora,Bedding & Furnishings,Pillow,Plastic,13212.19,28470.63,32741.22,0
PROD6842,Decoria Ironing Board Model 1842,VastuLiving,Home Utility,Ironing Board,Fabric,3204.91,6814.81,7837.03,3
PROD6843,AuraHome TV Unit Model 1843,HomeSphere,Furniture,TV Unit,Fabric,3682.81,6385.83,7343.7,2
PROD6844,CasaNova Dinnerware Model 1844,UrbanNest,Kitchen & Dining,Dinnerware,Wood,6104.9,9370.76,10776.37,0
PROD6845,DesiCraft Bedsheet Model 1845,HabiNest,Bedding & Furnishings,Bedsheet,Fabric,5436.71,9487.84,10911.02,1
PROD6846,VastuLiving Clock Model 1846,Zenvilla,Home Decor,Clock,Glass,10157.03,22768.36,26183.61,2
PROD6847,VastuLiving TV Unit Model 1847,VastuLiving,Furniture,TV Unit,Wood,11392.29,23091.35,26555.05,2
PROD6848,Decoria Dinnerware Model 1848,InHome,Kitchen & Dining,Dinnerware,Wood,17716.45,42029.3,48333.69,2
PROD6849,DesiCraft Floor Lamp Model 1849,SpaceCraft,Lighting,Floor Lamp,Metal,15995.7,33545.91,38577.8,3
PROD6850,CasaAura Desk Lamp Model 1850,IndiCasa,Lighting,Table Lamp,Glass,4546.99,10475.09,12046.35,0
PROD6851,CasaNova Pillow Model 1851,HabiNest,Bedding & Furnishings,Pillow,Glass,2174.49,4840.72,5566.83,0
PROD6852,Roomify Floor Lamp Model 1852,BharatLiving,Lighting,Floor Lamp,Wood,3048.45,6640.29,7636.33,1
PROD6853,SpaceCraft Comforter Model 1853,BharatLiving,Bedding & Furnishings,Comforter,Plastic,6402.17,11443,13159.45,1
PROD6854,Nestora Dinnerware Model 1854,Nestora,Kitchen & Dining,Dinnerware,Plastic,15875.5,25404.66,29215.36,1
PROD6855,CasaNova Floor Lamp Model 1855,IndiCasa,Lighting,Floor Lamp,Metal,12485.52,28964.92,33309.66,0
PROD6856,HomeSphere Plastic Box Model 1856,HabiNest,Storage & Organisation,Plastic Box,Plastic,1973.01,2806.83,3227.85,0
PROD6857,IndiCasa Pillow Model 1857,VastuLiving,Bedding & Furnishings,Pillow,Fabric,16834.01,31638.36,36384.11,3
PROD6858,BharatLiving Wall Art Model 1858,Nestora,Home Decor,Wall Art,Plastic,10290.99,20833.97,23959.07,1
PROD6859,HabiNest Modular Shelf Model 1859,Furnivo,Storage & Organisation,Modular Shelf,Wood,10507.27,23720.22,27278.25,0
PROD6860,Livora Storage Cabinet Model 1860,HabiNest,Storage & Organisation,Storage Cabinet,Metal,2216.75,5165.33,5940.13,2
PROD6861,SpaceCraft Doormat Model 1861,Furnivo,Home Utility,Doormat,Plastic,10227.79,16830.68,19355.28,1
PROD6862,Furnivo Floor Lamp Model 1862,UrbanNest,Lighting,Floor Lamp,Metal,3286.21,5993.86,6892.94,0
PROD6863,Zenvilla Storage Cabinet Model 1863,IndiCasa,Storage & Organisation,Storage Cabinet,Metal,5188.49,8094.44,9308.61,2
PROD6864,Decoria TV Unit Model 1864,IndiCasa,Furniture,TV Unit,Plastic,8470.7,12867.52,14797.65,1
PROD6865,CasaAura Dining Desk Model 1865,HabiNest,Furniture,Dining Table,Wood,15704.79,26892.84,30926.77,0
PROD6866,BharatLiving Clock Model 1866,HabiNest,Home Decor,Clock,Plastic,9575.02,18465.21,21234.99,3
PROD6867,UrbanNest Doormat Model 1867,IndiCasa,Home Utility,Doormat,Wood,9562.8,22510.06,25886.57,3
PROD6868,HabiNest Storage Cabinet Model 1868,Nestora,Storage & Organisation,Storage Cabinet,Wood,18956.39,28107.29,32323.38,1
PROD6869,Zenvilla Dining Desk Model 1869,HabiNest,Furniture,Dining Table,Plastic,11345.53,25235.75,29021.11,1
PROD6870,Nestora Modular Shelf Model 1870,InHome,Storage & Organisation,Modular Shelf,Fabric,16544.9,39491.41,45415.12,0
PROD6871,Livora Step Ladder Model 1871,Roomify,Home Utility,Step Ladder,Glass,9637.27,22749.38,26161.79,1
PROD6872,Livora Plastic Box Model 1872,Zenvilla,Storage & Organisation,Plastic Box,Glass,16737.18,28040.1,32246.11,1
PROD6873,HabiNest Sofa Model 1873,CasaAura,Furniture,Sofa,Fabric,4701.21,9635.04,11080.3,2
PROD6874,Furnivo Decor Accents Model 1874,BharatLiving,Home Decor,Decor Accents,Fabric,3357.26,7669.67,8820.12,3
PROD6875,CasaNova Pillow Model 1875,HabiNest,Bedding & Furnishings,Pillow,Fabric,8659.76,14192.89,16321.82,3
PROD6876,Furnivo Ceiling Light Model 1876,CasaNova,Lighting,Ceiling Light,Wood,5102.91,7878.82,9060.64,2
PROD6877,Decoria Comforter Model 1877,Roomify,Bedding & Furnishings,Comforter,Glass,4889.45,7949.83,9142.3,3
PROD6878,BharatLiving Cookware Set Model 1878,InHome,Kitchen & Dining,Cookware Set,Plastic,4256.59,7047.39,8104.5,0
PROD6879,Decoria Decor Accents Model 1879,UrbanNest,Home Decor,Decor Accents,Wood,19071.66,35037.1,40292.66,0
PROD6880,CasaAura Cookware Set Model 1880,HabiNest,Kitchen & Dining,Cookware Set,Wood,12709.12,28910.18,33246.71,2
PROD6881,IndiCasa Step Ladder Model 1881,DesiCraft,Home Utility,Step Ladder,Glass,10837.49,25376.42,29182.88,1
PROD6882,HomeSphere Desk Lamp Model 1882,Livora,Lighting,Table Lamp,Plastic,12026.25,18562.24,21346.58,2
PROD6883,Nestora Ironing Board Model 1883,SpaceCraft,Home Utility,Ironing Board,Wood,2052.45,3669.33,4219.73,3
PROD6884,Furnivo Dinnerware Model 1884,CasaAura,Kitchen & Dining,Dinnerware,Wood,13072.24,23772.39,27338.25,3
PROD6885,Livora Modular Shelf Model 1885,VastuLiving,Storage & Organisation,Modular Shelf,Metal,2582.74,4349.72,5002.18,1
PROD6886,DesiCraft Storage Cabinet Model 1886,CasaAura,Storage & Organisation,Storage Cabinet,Fabric,18233.27,39191.05,45069.71,3
PROD6887,CasaNova Mirror Model 1887,VastuLiving,Home Decor,Mirror,Fabric,10274,23817.28,27389.87,2
PROD6888,UrbanNest Modular Shelf Model 1888,BharatLiving,Storage & Organisation,Modular Shelf,Wood,1426.7,2867.37,3297.48,2
PROD6889,DesiCraft Decor Accents Model 1889,Nestora,Home Decor,Decor Accents,Wood,11006.23,22551.82,25934.59,3
PROD6890,CasaNova Dinnerware Model 1890,Livora,Kitchen & Dining,Dinnerware,Plastic,9824.98,20408.08,23469.29,2
PROD6891,HomeSphere Dinnerware Model 1891,Nestora,Kitchen & Dining,Dinnerware,Plastic,13097.93,28841.07,33167.23,0
PROD6892,IndiCasa Wall Art Model 1892,Decoria,Home Decor,Wall Art,Metal,2768.94,6105.92,7021.81,1
PROD6893,Decoria Storage Cabinet Model 1893,VastuLiving,Storage & Organisation,Storage Cabinet,Metal,12262.41,29228.92,33613.26,1
PROD6894,SpaceCraft Step Ladder Model 1894,DesiCraft,Home Utility,Step Ladder,Glass,6336.76,8929.89,10269.37,0
PROD6895,Zenvilla Storage Cabinet Model 1895,InHome,Storage & Organisation,Storage Cabinet,Wood,15403.17,24676.85,28378.38,2
PROD6896,Nestora Ironing Board Model 1896,Roomify,Home Utility,Ironing Board,Glass,6775.55,10123.62,11642.16,2
PROD6897,Zenvilla Cookware Set Model 1897,DesiCraft,Kitchen & Dining,Cookware Set,Fabric,2768.62,5705.75,6561.61,1
PROD6898,CasaAura Storage Container Model 1898,InHome,Kitchen & Dining,Storage Container,Glass,13509.35,31367.91,36073.1,2
PROD6899,SpaceCraft Wall Art Model 1899,DesiCraft,Home Decor,Wall Art,Plastic,10828.83,18311.64,21058.39,0
PROD6900,DesiCraft Dinnerware Model 1900,UrbanNest,Kitchen & Dining,Dinnerware,Plastic,8643.42,12654.9,14553.13,2
PROD6901,Nestora Cookware Set Model 1901,DesiCraft,Kitchen & Dining,Cookware Set,Glass,3616.62,5552.13,6384.95,2
PROD6902,Furnivo Dinnerware Model 1902,AuraHome,Kitchen & Dining,Dinnerware,Fabric,11408.16,20321.08,23369.24,3
PROD6903,BharatLiving Dinnerware Model 1903,DesiCraft,Kitchen & Dining,Dinnerware,Metal,17890.29,30927.12,35566.19,0
PROD6904,Furnivo Ceiling Light Model 1904,BharatLiving,Lighting,Ceiling Light,Plastic,3186.35,5884.99,6767.74,0
PROD6905,CasaAura Doormat Model 1905,AuraHome,Home Utility,Doormat,Plastic,9234.48,15371.71,17677.47,0
PROD6906,IndiCasa TV Unit Model 1906,HabiNest,Furniture,TV Unit,Glass,6246.27,12444.39,14311.05,1
PROD6907,CasaNova Plastic Box Model 1907,CasaAura,Storage & Organisation,Plastic Box,Wood,10073.97,18512.93,21289.87,1
PROD6908,CasaNova Bedsheet Model 1908,HomeSphere,Bedding & Furnishings,Bedsheet,Metal,14109.29,25583.45,29420.97,0
PROD6909,UrbanNest Ironing Board Model 1909,DesiCraft,Home Utility,Ironing Board,Metal,1791.01,3970.92,4566.56,3
PROD6910,CasaNova Dinnerware Model 1910,UrbanNest,Kitchen & Dining,Dinnerware,Wood,6798.4,16035.35,18440.65,0
PROD6911,AuraHome Ceiling Light Model 1911,InHome,Lighting,Ceiling Light,Fabric,1222.98,2239.95,2575.94,1
PROD6912,InHome Desk Lamp Model 1912,CasaAura,Lighting,Table Lamp,Glass,13010.98,26945.99,30987.89,3
PROD6913,Decoria Wall Art Model 1913,Nestora,Home Decor,Wall Art,Glass,12672.92,23066.02,26525.92,0
PROD6914,Roomify Storage Cabinet Model 1914,VastuLiving,Storage & Organisation,Storage Cabinet,Wood,1028.35,2076.99,2388.54,0
PROD6915,HomeSphere Cookware Set Model 1915,Nestora,Kitchen & Dining,Cookware Set,Wood,11654.08,17096.24,19660.68,3
PROD6916,AuraHome Pillow Model 1916,Livora,Bedding & Furnishings,Pillow,Fabric,16488.14,35299.7,40594.65,0
PROD6917,HabiNest Ironing Board Model 1917,Decoria,Home Utility,Ironing Board,Fabric,18115.11,35176.56,40453.04,0
PROD6918,SpaceCraft Ironing Board Model 1918,BharatLiving,Home Utility,Ironing Board,Plastic,19240.96,34739.88,39950.86,2
PROD6919,HabiNest Bed Model 1919,CasaAura,Furniture,Bed,Fabric,18284.83,27308.63,31404.92,3
PROD6920,DesiCraft Modular Shelf Model 1920,CasaNova,Storage & Organisation,Modular Shelf,Fabric,14064.98,26941.61,30982.85,2
PROD6921,InHome Wardrobe Model 1921,AuraHome,Furniture,Wardrobe,Metal,4233.89,7446.87,8563.9,0
PROD6922,DesiCraft Wardrobe Model 1922,UrbanNest,Furniture,Wardrobe,Plastic,6175.86,12163.71,13988.27,3
PROD6923,InHome Curtain Model 1923,Nestora,Bedding & Furnishings,Curtain,Plastic,16031.39,30802.98,35423.43,1
PROD6924,Roomify Decor Accents Model 1924,AuraHome,Home Decor,Decor Accents,Metal,5936.03,13912.75,15999.66,2
PROD6925,UrbanNest Doormat Model 1925,Zenvilla,Home Utility,Doormat,Wood,6324.36,9594.65,11033.85,3
PROD6926,InHome Storage Cabinet Model 1926,VastuLiving,Storage & Organisation,Storage Cabinet,Metal,1826.07,3026.97,3481.02,2
PROD6927,AuraHome Mirror Model 1927,SpaceCraft,Home Decor,Mirror,Plastic,16747.16,28948.53,33290.81,2
PROD6928,InHome Bed Model 1928,DesiCraft,Furniture,Bed,Fabric,7873.62,12063.3,13872.79,0
PROD6929,Nestora Sofa Model 1929,SpaceCraft,Furniture,Sofa,Wood,4502.02,9376.64,10783.14,1
PROD6930,CasaAura Mirror Model 1930,SpaceCraft,Home Decor,Mirror,Metal,12918.38,26263.85,30203.43,2
PROD6931,Furnivo Ironing Board Model 1931,AuraHome,Home Utility,Ironing Board,Glass,7127.23,12039.94,13845.93,0
PROD6932,CasaAura Bed Model 1932,InHome,Furniture,Bed,Glass,18072.04,31633.82,36378.89,3
PROD6933,HabiNest Study Desk Model 1933,InHome,Furniture,Study Table,Wood,6320.1,12972.07,14917.88,1
PROD6934,CasaAura Bed Model 1934,Nestora,Furniture,Bed,Wood,4299.92,8676.88,9978.41,1
PROD6935,BharatLiving Comforter Model 1935,InHome,Bedding & Furnishings,Comforter,Plastic,14570.16,27473,31593.95,2
PROD6936,IndiCasa Step Ladder Model 1936,AuraHome,Home Utility,Step Ladder,Plastic,19985.79,41413.66,47625.71,1
PROD6937,Roomify Step Ladder Model 1937,Nestora,Home Utility,Step Ladder,Plastic,3292.39,7416.84,8529.37,3
PROD6938,HabiNest Curtain Model 1938,CasaAura,Bedding & Furnishings,Curtain,Metal,10845.28,21908.7,25195,0
PROD6939,BharatLiving Doormat Model 1939,BharatLiving,Home Utility,Doormat,Metal,15695.82,23802.3,27372.64,3
PROD6940,BharatLiving Curtain Model 1940,UrbanNest,Bedding & Furnishings,Curtain,Metal,6597.84,11095.35,12759.65,0
PROD6941,CasaAura Bedsheet Model 1941,Nestora,Bedding & Furnishings,Bedsheet,Wood,14183.29,20282.1,23324.41,1
