Order_ID,Payment_Date,Payment_ID,Payment_Method,Promotion_Type,Coupon_Code,Tax_Amount,Installment_Flag,Number_of_Installments,Interest_Rate_Percent,Financing_Provider,Payment_Status,Refund_Flag
ORD00000422,26-02-2023,PAY00000422,Buy Now Pay Later,No Promotion,,1899.7584,Yes,12,0,Store Partner,Completed,No
ORD00000423,27-02-2023,PAY00000423,Store Financing,No Promotion,,4378.688,Yes,12,12.5,Store Partner,Completed,No
ORD00000424,28-02-2023,PAY00000424,Credit Card,Seasonal Offer,SAVE10,805.3064,No,0,0,,Completed,No
ORD00000425,01-03-2023,PAY00000425,Store Financing,No Promotion,,3318.7952,Yes,12,12.5,Store Partner,Completed,No
ORD00000426,02-03-2023,PAY00000426,Gift Card,Seasonal Offer,SAVE10,407.22,No,0,0,,Completed,No
ORD00000427,03-03-2023,PAY00000427,Credit Card,Seasonal Offer,SAVE10,1122.7752,No,0,0,,Completed,No
ORD00000428,04-03-2023,PAY00000428,Gift Card,No Promotion,,547.0888,No,0,0,,Completed,No
ORD00000429,05-03-2023,PAY00000429,Store Financing,No Promotion,,2978.4912,Yes,12,12.5,Store Partner,Completed,No
ORD00000430,06-03-2023,PAY00000430,Credit Card,No Promotion,,1161.352,No,0,0,,Completed,No
ORD00000431,07-03-2023,PAY00000431,Buy Now Pay Later,Seasonal Offer,SAVE10,2275.1736,Yes,12,0,Store Partner,Completed,No
ORD00000432,08-03-2023,PAY00000432,Store Financing,Seasonal Offer,SAVE10,4052.4,Yes,12,12.5,Store Partner,Completed,No
ORD00000433,09-03-2023,PAY00000433,Credit Card,No Promotion,,701.328,No,0,0,,Completed,No
ORD00000434,10-03-2023,PAY00000434,Buy Now Pay Later,Seasonal Offer,SAVE10,1699.7432,Yes,12,0,Store Partner,Completed,No
ORD00000435,11-03-2023,PAY00000435,Store Financing,Seasonal Offer,SAVE10,4691.9576,Yes,12,12.5,Store Partner,Completed,No
ORD00000436,12-03-2023,PAY00000436,Digital Wallet,Seasonal Offer,SAVE10,272.7456,No,0,0,,Completed,No
ORD00000437,13-03-2023,PAY00000437,Buy Now Pay Later,Seasonal Offer,SAVE10,1816.3552,Yes,12,0,Store Partner,Completed,No
ORD00000438,14-03-2023,PAY00000438,Buy Now Pay Later,Seasonal Offer,SAVE10,1625.4808,Yes,12,0,Store Partner,Completed,No
ORD00000439,15-03-2023,PAY00000439,Credit Card,No Promotion,,1026.504,No,0,0,,Completed,No
ORD00000440,16-03-2023,PAY00000440,Gift Card,Seasonal Offer,SAVE10,405.0824,No,0,0,,Completed,No
ORD00000441,17-03-2023,PAY00000441,Buy Now Pay Later,No Promotion,,2097.7944,Yes,12,0,Store Partner,Completed,No
ORD00000442,18-03-2023,PAY00000442,Buy Now Pay Later,Seasonal Offer,SAVE10,1633.064,Yes,12,0,Store Partner,Completed,No
ORD00000443,19-03-2023,PAY00000443,Store Financing,Seasonal Offer,SAVE10,2907.8376,Yes,12,12.5,Store Partner,Completed,No
ORD00000444,20-03-2023,PAY00000444,Credit Card,No Promotion,,1189.4952,No,0,0,,Completed,No
ORD00000445,21-03-2023,PAY00000445,Buy Now Pay Later,Seasonal Offer,SAVE10,1932.6456,Yes,12,0,Store Partner,Completed,No
ORD00000446,22-03-2023,PAY00000446,Buy Now Pay Later,No Promotion,,2357.0208,Yes,12,0,Store Partner,Completed,No
ORD00000447,23-03-2023,PAY00000447,Store Financing,No Promotion,,2775.2784,Yes,12,12.5,Store Partner,Completed,No
ORD00000448,24-03-2023,PAY00000448,Buy Now Pay Later,No Promotion,,2061.4112,Yes,12,0,Store Partner,Completed,No
ORD00000449,25-03-2023,PAY00000449,Store Financing,No Promotion,,4372.424,Yes,12,12.5,Store Partner,Completed,No
ORD00000450,26-03-2023,PAY00000450,Store Financing,No Promotion,,7603.0728,Yes,12,12.5,Store Partner,Completed,No
ORD00000451,27-03-2023,PAY00000451,Buy Now Pay Later,Seasonal Offer,SAVE10,1517.7392,Yes,12,0,Store Partner,Completed,No
ORD00000452,28-03-2023,PAY00000452,Store Financing,Seasonal Offer,SAVE10,4230.2504,Yes,12,12.5,Store Partner,Completed,No
ORD00000453,29-03-2023,PAY00000453,Store Financing,No Promotion,,5997.696,Yes,12,12.5,Store Partner,Completed,No
ORD00000454,30-03-2023,PAY00000454,Store Financing,Seasonal Offer,SAVE10,10183.2912,Yes,12,12.5,Store Partner,Completed,No
ORD00000455,31-03-2023,PAY00000455,Buy Now Pay Later,Seasonal Offer,SAVE10,2086.992,Yes,12,0,Store Partner,Completed,No
ORD00000456,01-04-2023,PAY00000456,Store Financing,Seasonal Offer,SAVE10,10198.8896,Yes,12,12.5,Store Partner,Completed,No
ORD00000457,02-04-2023,PAY00000457,Credit Card,No Promotion,,1125.3232,No,0,0,,Completed,No
ORD00000458,03-04-2023,PAY00000458,Buy Now Pay Later,Seasonal Offer,SAVE10,1822.2504,Yes,12,0,Store Partner,Completed,No
ORD00000459,04-04-2023,PAY00000459,Store Financing,Seasonal Offer,SAVE10,3746.3728,Yes,12,12.5,Store Partner,Completed,No
ORD00000460,05-04-2023,PAY00000460,Store Financing,No Promotion,,8309.0048,Yes,12,12.5,Store Partner,Completed,No
ORD00000461,06-04-2023,PAY00000461,Buy Now Pay Later,Seasonal Offer,SAVE10,2130.6472,Yes,12,0,Store Partner,Completed,No
ORD00000462,07-04-2023,PAY00000462,Buy Now Pay Later,Seasonal Offer,SAVE10,1974.996,Yes,12,0,Store Partner,Completed,No
ORD00000463,08-04-2023,PAY00000463,Gift Card,No Promotion,,476.6744,No,0,0,,Completed,No
ORD00000464,09-04-2023,PAY00000464,Digital Wallet,No Promotion,,338.5776,No,0,0,,Completed,No
ORD00000465,10-04-2023,PAY00000465,Store Financing,No Promotion,,6279.3312,Yes,12,12.5,Store Partner,Completed,No
ORD00000466,11-04-2023,PAY00000466,Buy Now Pay Later,Seasonal Offer,SAVE10,2096.1376,Yes,12,0,Store Partner,Completed,No
ORD00000467,12-04-2023,PAY00000467,Store Financing,Seasonal Offer,SAVE10,10516.4632,Yes,12,12.5,Store Partner,Completed,No
ORD00000468,13-04-2023,PAY00000468,Buy Now Pay Later,No Promotion,,1901.7616,Yes,12,0,Store Partner,Completed,No
ORD00000469,14-04-2023,PAY00000469,Buy Now Pay Later,No Promotion,,1534.7864,Yes,12,0,Store Partner,Completed,No
ORD00000470,15-04-2023,PAY00000470,Credit Card,Seasonal Offer,SAVE10,715.472,No,0,0,,Completed,No
ORD00000471,16-04-2023,PAY00000471,Store Financing,Seasonal Offer,SAVE10,7694.2008,Yes,12,12.5,Store Partner,Completed,No
ORD00000472,17-04-2023,PAY00000472,Store Financing,Seasonal Offer,SAVE10,4739.7368,Yes,12,12.5,Store Partner,Completed,No
ORD00000473,18-04-2023,PAY00000473,Buy Now Pay Later,No Promotion,,2048.112,Yes,12,0,Store Partner,Completed,No
ORD00000474,19-04-2023,PAY00000474,Store Financing,Seasonal Offer,SAVE10,2714.8232,Yes,12,12.5,Store Partner,Completed,No
ORD00000475,20-04-2023,PAY00000475,Store Financing,No Promotion,,7488.608,Yes,12,12.5,Store Partner,Completed,No
ORD00000476,21-04-2023,PAY00000476,Buy Now Pay Later,No Promotion,,1563.6104,Yes,12,0,Store Partner,Completed,No
ORD00000477,22-04-2023,PAY00000477,Buy Now Pay Later,Seasonal Offer,SAVE10,2229.288,Yes,12,0,Store Partner,Completed,No
ORD00000478,23-04-2023,PAY00000478,Store Financing,Seasonal Offer,SAVE10,8014.7656,Yes,12,12.5,Store Partner,Completed,No
ORD00000479,24-04-2023,PAY00000479,Buy Now Pay Later,Seasonal Offer,SAVE10,1901.3792,Yes,12,0,Store Partner,Completed,No
ORD00000480,25-04-2023,PAY00000480,Store Financing,Seasonal Offer,SAVE10,9644.9008,Yes,12,12.5,Store Partner,Completed,No
ORD00000481,26-04-2023,PAY00000481,Store Financing,Seasonal Offer,SAVE10,6171.5632,Yes,12,12.5,Store Partner,Completed,No
ORD00000482,27-04-2023,PAY00000482,Store Financing,Seasonal Offer,SAVE10,7722.1016,Yes,12,12.5,Store Partner,Completed,No
ORD00000483,28-04-2023,PAY00000483,Store Financing,Seasonal Offer,SAVE10,3588.176,Yes,12,12.5,Store Partner,Completed,No
ORD00000484,29-04-2023,PAY00000484,Credit Card,No Promotion,,726.4728,No,0,0,,Completed,No
ORD00000485,30-04-2023,PAY00000485,Store Financing,Seasonal Offer,SAVE10,2866.7952,Yes,12,12.5,Store Partner,Completed,No
ORD00000486,01-05-2023,PAY00000486,Store Financing,No Promotion,,3142.7072,Yes,12,12.5,Store Partner,Completed,No
ORD00000487,02-05-2023,PAY00000487,Buy Now Pay Later,Seasonal Offer,SAVE10,1214.836,Yes,12,0,Store Partner,Completed,No
ORD00000488,03-05-2023,PAY00000488,Store Financing,No Promotion,,4480.4576,Yes,12,12.5,Store Partner,Completed,No
ORD00000489,04-05-2023,PAY00000489,Store Financing,Seasonal Offer,SAVE10,5277.3048,Yes,12,12.5,Store Partner,Completed,No
ORD00000490,05-05-2023,PAY00000490,Store Financing,Seasonal Offer,SAVE10,8643.648,Yes,12,12.5,Store Partner,Completed,No
ORD00000491,06-05-2023,PAY00000491,Store Financing,Seasonal Offer,SAVE10,3364.2248,Yes,12,12.5,Store Partner,Completed,No
ORD00000492,07-05-2023,PAY00000492,Store Financing,No Promotion,,3505.2912,Yes,12,12.5,Store Partner,Completed,No
ORD00000493,08-05-2023,PAY00000493,Store Financing,Seasonal Offer,SAVE10,2606.3056,Yes,12,12.5,Store Partner,Completed,No
ORD00000494,09-05-2023,PAY00000494,Store Financing,No Promotion,,3867.0216,Yes,12,12.5,Store Partner,Completed,No
ORD00000495,10-05-2023,PAY00000495,Store Financing,Seasonal Offer,SAVE10,3630.3528,Yes,12,12.5,Store Partner,Completed,No
ORD00000496,11-05-2023,PAY00000496,Store Financing,Seasonal Offer,SAVE10,6664.8208,Yes,12,12.5,Store Partner,Completed,No
ORD00000497,12-05-2023,PAY00000497,Buy Now Pay Later,No Promotion,,1302.0256,Yes,12,0,Store Partner,Completed,No
ORD00000498,13-05-2023,PAY00000498,Credit Card,Seasonal Offer,SAVE10,1035.0432,No,0,0,,Completed,No
ORD00000499,14-05-2023,PAY00000499,Store Financing,No Promotion,,6067.6944,Yes,12,12.5,Store Partner,Completed,No
ORD00000500,15-05-2023,PAY00000500,Store Financing,Seasonal Offer,SAVE10,5243.4,Yes,12,12.5,Store Partner,Completed,No
ORD00000501,16-05-2023,PAY00000501,Store Financing,No Promotion,,3234.984,Yes,12,12.5,Store Partner,Completed,No
ORD00000502,17-05-2023,PAY00000502,Store Financing,Seasonal Offer,SAVE10,5098.5632,Yes,12,12.5,Store Partner,Completed,No
ORD00000503,18-05-2023,PAY00000503,Store Financing,Seasonal Offer,SAVE10,4325.1816,Yes,12,12.5,Store Partner,Completed,No
ORD00000504,19-05-2023,PAY00000504,Buy Now Pay Later,Seasonal Offer,SAVE10,1251.1224,Yes,12,0,Store Partner,Completed,No
ORD00000505,20-05-2023,PAY00000505,Buy Now Pay Later,Seasonal Offer,SAVE10,2214.3672,Yes,12,0,Store Partner,Completed,No
ORD00000506,21-05-2023,PAY00000506,Store Financing,Seasonal Offer,SAVE10,3739.7088,Yes,12,12.5,Store Partner,Completed,No
ORD00000507,22-05-2023,PAY00000507,Buy Now Pay Later,No Promotion,,1406.0416,Yes,12,0,Store Partner,Completed,No
ORD00000508,23-05-2023,PAY00000508,Store Financing,Seasonal Offer,SAVE10,4650.268,Yes,12,12.5,Store Partner,Completed,No
ORD00000509,24-05-2023,PAY00000509,Store Financing,Seasonal Offer,SAVE10,4941.072,Yes,12,12.5,Store Partner,Completed,No
ORD00000510,25-05-2023,PAY00000510,Store Financing,Seasonal Offer,SAVE10,3755.232,Yes,12,12.5,Store Partner,Completed,No
ORD00000511,26-05-2023,PAY00000511,Store Financing,Seasonal Offer,SAVE10,5670.6976,Yes,12,12.5,Store Partner,Completed,No
ORD00000512,27-05-2023,PAY00000512,Store Financing,Seasonal Offer,SAVE10,4875.9568,Yes,12,12.5,Store Partner,Completed,No
ORD00000513,28-05-2023,PAY00000513,Store Financing,Seasonal Offer,SAVE10,4796.824,Yes,12,12.5,Store Partner,Completed,No
ORD00000514,29-05-2023,PAY00000514,Credit Card,Seasonal Offer,SAVE10,892.808,No,0,0,,Completed,No
ORD00000515,30-05-2023,PAY00000515,Store Financing,Seasonal Offer,SAVE10,3277.8056,Yes,12,12.5,Store Partner,Completed,No
ORD00000516,31-05-2023,PAY00000516,Store Financing,No Promotion,,2543.0736,Yes,12,12.5,Store Partner,Completed,No
ORD00000517,01-06-2023,PAY00000517,Credit Card,Seasonal Offer,SAVE10,744.328,No,0,0,,Completed,No
ORD00000518,02-06-2023,PAY00000518,Store Financing,Seasonal Offer,SAVE10,5123.3168,Yes,12,12.5,Store Partner,Completed,No
ORD00000519,03-06-2023,PAY00000519,Store Financing,No Promotion,,12102.6944,Yes,12,12.5,Store Partner,Completed,No
ORD00000520,04-06-2023,PAY00000520,Buy Now Pay Later,Seasonal Offer,SAVE10,1751.0768,Yes,12,0,Store Partner,Completed,No
ORD00000521,05-06-2023,PAY00000521,Store Financing,Seasonal Offer,SAVE10,6155.5464,Yes,12,12.5,Store Partner,Completed,No
ORD00000522,06-06-2023,PAY00000522,Store Financing,Seasonal Offer,SAVE10,2609.9608,Yes,12,12.5,Store Partner,Completed,No
ORD00000523,07-06-2023,PAY00000523,Digital Wallet,No Promotion,,229.2056,No,0,0,,Completed,No
ORD00000524,08-06-2023,PAY00000524,Buy Now Pay Later,Seasonal Offer,SAVE10,2342.756,Yes,12,0,Store Partner,Completed,No
ORD00000525,09-06-2023,PAY00000525,Gift Card,Seasonal Offer,SAVE10,523.3712,No,0,0,,Completed,No
ORD00000526,10-06-2023,PAY00000526,Store Financing,No Promotion,,2436.48,Yes,12,12.5,Store Partner,Completed,No
ORD00000527,11-06-2023,PAY00000527,Buy Now Pay Later,No Promotion,,1472.9616,Yes,12,0,Store Partner,Completed,No
ORD00000528,12-06-2023,PAY00000528,Store Financing,Seasonal Offer,SAVE10,4428.2016,Yes,12,12.5,Store Partner,Completed,No
ORD00000529,13-06-2023,PAY00000529,Store Financing,Seasonal Offer,SAVE10,2825.0088,Yes,12,12.5,Store Partner,Completed,No
ORD00000530,14-06-2023,PAY00000530,Store Financing,Seasonal Offer,SAVE10,3267.3104,Yes,12,12.5,Store Partner,Completed,No
ORD00000531,15-06-2023,PAY00000531,Store Financing,No Promotion,,6244.1984,Yes,12,12.5,Store Partner,Completed,No
ORD00000532,16-06-2023,PAY00000532,Store Financing,Seasonal Offer,SAVE10,2951.1144,Yes,12,12.5,Store Partner,Completed,No
ORD00000533,17-06-2023,PAY00000533,Store Financing,Seasonal Offer,SAVE10,3138.8296,Yes,12,12.5,Store Partner,Completed,No
ORD00000534,18-06-2023,PAY00000534,Credit Card,Seasonal Offer,SAVE10,1016.2688,No,0,0,,Completed,No
ORD00000535,19-06-2023,PAY00000535,Store Financing,Seasonal Offer,SAVE10,4658.6624,Yes,12,12.5,Store Partner,Completed,No
ORD00000536,20-06-2023,PAY00000536,Store Financing,Seasonal Offer,SAVE10,3829.3448,Yes,12,12.5,Store Partner,Completed,No
ORD00000537,21-06-2023,PAY00000537,Credit Card,Seasonal Offer,SAVE10,1060.5248,No,0,0,,Completed,No
ORD00000538,22-06-2023,PAY00000538,Store Financing,Seasonal Offer,SAVE10,5247.604,Yes,12,12.5,Store Partner,Completed,No
ORD00000539,23-06-2023,PAY00000539,Store Financing,No Promotion,,2716.3296,Yes,12,12.5,Store Partner,Completed,No
ORD00000540,24-06-2023,PAY00000540,Store Financing,No Promotion,,5400.9376,Yes,12,12.5,Store Partner,Completed,No
ORD00000541,25-06-2023,PAY00000541,Store Financing,Seasonal Offer,SAVE10,9088.7184,Yes,12,12.5,Store Partner,Completed,No
ORD00000542,26-06-2023,PAY00000542,Buy Now Pay Later,No Promotion,,2081.548,Yes,12,0,Store Partner,Completed,No
ORD00000543,27-06-2023,PAY00000543,Store Financing,Seasonal Offer,SAVE10,8705.6232,Yes,12,12.5,Store Partner,Completed,No
ORD00000544,28-06-2023,PAY00000544,Buy Now Pay Later,Seasonal Offer,SAVE10,2081.1672,Yes,12,0,Store Partner,Completed,No
ORD00000545,29-06-2023,PAY00000545,Credit Card,Seasonal Offer,SAVE10,752.6384,No,0,0,,Completed,No
ORD00000546,30-06-2023,PAY00000546,Buy Now Pay Later,Seasonal Offer,SAVE10,2161.3216,Yes,12,0,Store Partner,Completed,No
ORD00000547,01-07-2023,PAY00000547,Store Financing,No Promotion,,3021.2512,Yes,12,12.5,Store Partner,Completed,No
ORD00000548,02-07-2023,PAY00000548,Store Financing,No Promotion,,2584.4928,Yes,12,12.5,Store Partner,Completed,No
ORD00000549,03-07-2023,PAY00000549,Digital Wallet,Seasonal Offer,SAVE10,304.9544,No,0,0,,Completed,No
ORD00000550,04-07-2023,PAY00000550,Store Financing,No Promotion,,5367.8368,Yes,12,12.5,Store Partner,Completed,No
ORD00000551,05-07-2023,PAY00000551,Store Financing,Seasonal Offer,SAVE10,4980.1176,Yes,12,12.5,Store Partner,Completed,No
ORD00000552,06-07-2023,PAY00000552,Store Financing,Seasonal Offer,SAVE10,7092.8488,Yes,12,12.5,Store Partner,Completed,No
ORD00000553,07-07-2023,PAY00000553,Store Financing,Seasonal Offer,SAVE10,2499.1488,Yes,12,12.5,Store Partner,Completed,No
ORD00000554,08-07-2023,PAY00000554,Store Financing,Seasonal Offer,SAVE10,11174.1752,Yes,12,12.5,Store Partner,Completed,No
ORD00000555,09-07-2023,PAY00000555,Store Financing,Seasonal Offer,SAVE10,7729.6224,Yes,12,12.5,Store Partner,Completed,No
ORD00000556,10-07-2023,PAY00000556,Buy Now Pay Later,Seasonal Offer,SAVE10,1821.5288,Yes,12,0,Store Partner,Completed,No
ORD00000557,11-07-2023,PAY00000557,Store Financing,Seasonal Offer,SAVE10,3842.4472,Yes,12,12.5,Store Partner,Completed,No
ORD00000558,12-07-2023,PAY00000558,Store Financing,Seasonal Offer,SAVE10,3209.3096,Yes,12,12.5,Store Partner,Completed,No
ORD00000559,13-07-2023,PAY00000559,Store Financing,No Promotion,,7338.84,Yes,12,12.5,Store Partner,Completed,No
ORD00000560,14-07-2023,PAY00000560,Store Financing,No Promotion,,6346.2208,Yes,12,12.5,Store Partner,Completed,No
ORD00000561,15-07-2023,PAY00000561,Store Financing,No Promotion,,3793.3968,Yes,12,12.5,Store Partner,Completed,No
ORD00000562,16-07-2023,PAY00000562,Store Financing,Seasonal Offer,SAVE10,3686.6192,Yes,12,12.5,Store Partner,Completed,No
ORD00000563,17-07-2023,PAY00000563,Store Financing,Seasonal Offer,SAVE10,10924.9848,Yes,12,12.5,Store Partner,Completed,No
ORD00000564,18-07-2023,PAY00000564,Gift Card,No Promotion,,625.9296,No,0,0,,Completed,No
ORD00000565,19-07-2023,PAY00000565,Store Financing,Seasonal Offer,SAVE10,4322.6424,Yes,12,12.5,Store Partner,Completed,No
ORD00000566,20-07-2023,PAY00000566,Store Financing,Seasonal Offer,SAVE10,8657.812,Yes,12,12.5,Store Partner,Completed,No
ORD00000567,21-07-2023,PAY00000567,Gift Card,No Promotion,,512.532,No,0,0,,Completed,No
ORD00000568,22-07-2023,PAY00000568,Credit Card,No Promotion,,1194.5016,No,0,0,,Completed,No
ORD00000569,23-07-2023,PAY00000569,Buy Now Pay Later,Seasonal Offer,SAVE10,1815.0448,Yes,12,0,Store Partner,Completed,No
ORD00000570,24-07-2023,PAY00000570,Store Financing,No Promotion,,2436.48,Yes,12,12.5,Store Partner,Completed,No
ORD00000571,25-07-2023,PAY00000571,Buy Now Pay Later,Seasonal Offer,SAVE10,2142.3112,Yes,12,0,Store Partner,Completed,No
ORD00000572,26-07-2023,PAY00000572,Store Financing,Seasonal Offer,SAVE10,4503.444,Yes,12,12.5,Store Partner,Completed,No
ORD00000573,27-07-2023,PAY00000573,Store Financing,No Promotion,,5863.3008,Yes,12,12.5,Store Partner,Completed,No
ORD00000574,28-07-2023,PAY00000574,Credit Card,No Promotion,,814.2536,No,0,0,,Completed,No
ORD00000575,29-07-2023,PAY00000575,Credit Card,Seasonal Offer,SAVE10,654.1896,No,0,0,,Completed,No
ORD00000576,30-07-2023,PAY00000576,Store Financing,Seasonal Offer,SAVE10,4273.796,Yes,12,12.5,Store Partner,Completed,No
ORD00000577,31-07-2023,PAY00000577,Buy Now Pay Later,No Promotion,,1584.5024,Yes,12,0,Store Partner,Completed,No
ORD00000578,01-08-2023,PAY00000578,Store Financing,Seasonal Offer,SAVE10,4179.5312,Yes,12,12.5,Store Partner,Completed,No
ORD00000579,02-08-2023,PAY00000579,Store Financing,Seasonal Offer,SAVE10,3705.2696,Yes,12,12.5,Store Partner,Completed,No
ORD00000580,03-08-2023,PAY00000580,Store Financing,Seasonal Offer,SAVE10,2431.9432,Yes,12,12.5,Store Partner,Completed,No
ORD00000581,04-08-2023,PAY00000581,Store Financing,No Promotion,,2646.8896,Yes,12,12.5,Store Partner,Completed,No
ORD00000582,05-08-2023,PAY00000582,Digital Wallet,Seasonal Offer,SAVE10,299.444,No,0,0,,Completed,No
ORD00000583,06-08-2023,PAY00000583,Store Financing,No Promotion,,3534.4736,Yes,12,12.5,Store Partner,Completed,No
ORD00000584,07-08-2023,PAY00000584,Credit Card,Seasonal Offer,SAVE10,1114.3088,No,0,0,,Completed,No
ORD00000585,08-08-2023,PAY00000585,Buy Now Pay Later,Seasonal Offer,SAVE10,1760.1392,Yes,12,0,Store Partner,Completed,No
ORD00000586,09-08-2023,PAY00000586,Store Financing,Seasonal Offer,SAVE10,3184.6248,Yes,12,12.5,Store Partner,Completed,No
ORD00000587,10-08-2023,PAY00000587,Store Financing,No Promotion,,6115.9264,Yes,12,12.5,Store Partner,Completed,No
ORD00000588,11-08-2023,PAY00000588,Store Financing,Seasonal Offer,SAVE10,3216.048,Yes,12,12.5,Store Partner,Completed,No
ORD00000589,12-08-2023,PAY00000589,Store Financing,No Promotion,,8420.2816,Yes,12,12.5,Store Partner,Completed,No
ORD00000590,13-08-2023,PAY00000590,Buy Now Pay Later,Seasonal Offer,SAVE10,2047.06,Yes,12,0,Store Partner,Completed,No
ORD00000591,14-08-2023,PAY00000591,Buy Now Pay Later,Seasonal Offer,SAVE10,2042.4528,Yes,12,0,Store Partner,Completed,No
ORD00000592,15-08-2023,PAY00000592,Store Financing,Seasonal Offer,SAVE10,2967.1032,Yes,12,12.5,Store Partner,Completed,No
ORD00000593,16-08-2023,PAY00000593,Store Financing,Seasonal Offer,SAVE10,4054.9088,Yes,12,12.5,Store Partner,Completed,No
ORD00000594,17-08-2023,PAY00000594,Credit Card,Seasonal Offer,SAVE10,923.8536,No,0,0,,Completed,No
ORD00000595,18-08-2023,PAY00000595,Store Financing,Seasonal Offer,SAVE10,10792.5296,Yes,12,12.5,Store Partner,Completed,No
ORD00000596,19-08-2023,PAY00000596,Store Financing,Seasonal Offer,SAVE10,2716.3248,Yes,12,12.5,Store Partner,Completed,No
ORD00000597,20-08-2023,PAY00000597,Store Financing,Seasonal Offer,SAVE10,5313.456,Yes,12,12.5,Store Partner,Completed,No
ORD00000598,21-08-2023,PAY00000598,Credit Card,Seasonal Offer,SAVE10,1066.78,No,0,0,,Completed,No
ORD00000599,22-08-2023,PAY00000599,Store Financing,Seasonal Offer,SAVE10,3147.8496,Yes,12,12.5,Store Partner,Completed,No
ORD00000600,23-08-2023,PAY00000600,Credit Card,No Promotion,,1156.9312,No,0,0,,Completed,No
ORD00000601,24-08-2023,PAY00000601,Digital Wallet,Seasonal Offer,SAVE10,297.6896,No,0,0,,Completed,No
ORD00000602,25-08-2023,PAY00000602,Store Financing,Seasonal Offer,SAVE10,5394.6344,Yes,12,12.5,Store Partner,Completed,No
ORD00000603,26-08-2023,PAY00000603,Store Financing,Seasonal Offer,SAVE10,5518.8288,Yes,12,12.5,Store Partner,Completed,No
ORD00000604,27-08-2023,PAY00000604,Credit Card,No Promotion,,833.9376,No,0,0,,Completed,No
ORD00000605,28-08-2023,PAY00000605,Store Financing,No Promotion,,3436.2816,Yes,12,12.5,Store Partner,Completed,No
ORD00000606,29-08-2023,PAY00000606,Store Financing,Seasonal Offer,SAVE10,8335.6328,Yes,12,12.5,Store Partner,Completed,No
ORD00000607,30-08-2023,PAY00000607,Store Financing,Seasonal Offer,SAVE10,3014.6344,Yes,12,12.5,Store Partner,Completed,No
ORD00000608,31-08-2023,PAY00000608,Digital Wallet,Seasonal Offer,SAVE10,356.4368,No,0,0,,Completed,No
ORD00000609,01-09-2023,PAY00000609,Store Financing,No Promotion,,4058.4144,Yes,12,12.5,Store Partner,Completed,No
ORD00000610,02-09-2023,PAY00000610,Store Financing,Seasonal Offer,SAVE10,3248.7936,Yes,12,12.5,Store Partner,Completed,No
ORD00000611,03-09-2023,PAY00000611,Store Financing,Seasonal Offer,SAVE10,12113.836,Yes,12,12.5,Store Partner,Completed,No
ORD00000612,04-09-2023,PAY00000612,Store Financing,Seasonal Offer,SAVE10,2401.3528,Yes,12,12.5,Store Partner,Completed,No
ORD00000613,05-09-2023,PAY00000613,Buy Now Pay Later,Seasonal Offer,SAVE10,1696.9648,Yes,12,0,Store Partner,Completed,No
ORD00000614,06-09-2023,PAY00000614,Credit Card,Seasonal Offer,SAVE10,981.4528,No,0,0,,Completed,No
ORD00000615,07-09-2023,PAY00000615,Store Financing,Seasonal Offer,SAVE10,2942.388,Yes,12,12.5,Store Partner,Completed,No
ORD00000616,08-09-2023,PAY00000616,Buy Now Pay Later,Seasonal Offer,SAVE10,2306.2944,Yes,12,0,Store Partner,Completed,No
ORD00000617,09-09-2023,PAY00000617,Store Financing,No Promotion,,8480.528,Yes,12,12.5,Store Partner,Completed,No
ORD00000618,10-09-2023,PAY00000618,Credit Card,Seasonal Offer,SAVE10,839.5256,No,0,0,,Completed,No
ORD00000619,11-09-2023,PAY00000619,Digital Wallet,No Promotion,,232.9304,No,0,0,,Completed,No
ORD00000620,12-09-2023,PAY00000620,Buy Now Pay Later,No Promotion,,1765.2768,Yes,12,0,Store Partner,Completed,No
ORD00000621,13-09-2023,PAY00000621,Credit Card,Seasonal Offer,SAVE10,739.9824,No,0,0,,Completed,No
ORD00000622,14-09-2023,PAY00000622,Buy Now Pay Later,Seasonal Offer,SAVE10,2052.072,Yes,12,0,Store Partner,Completed,No
ORD00000623,15-09-2023,PAY00000623,Store Financing,No Promotion,,7915.38,Yes,12,12.5,Store Partner,Completed,No
ORD00000624,16-09-2023,PAY00000624,Store Financing,No Promotion,,9219.3936,Yes,12,12.5,Store Partner,Completed,No
ORD00000625,17-09-2023,PAY00000625,Store Financing,No Promotion,,10313.9904,Yes,12,12.5,Store Partner,Completed,No
ORD00000626,18-09-2023,PAY00000626,Credit Card,Seasonal Offer,SAVE10,1016.8656,No,0,0,,Completed,No
ORD00000627,19-09-2023,PAY00000627,Buy Now Pay Later,Seasonal Offer,SAVE10,2259.0928,Yes,12,0,Store Partner,Completed,No
ORD00000628,20-09-2023,PAY00000628,Digital Wallet,Seasonal Offer,SAVE10,278.28,No,0,0,,Completed,No
ORD00000629,21-09-2023,PAY00000629,Store Financing,No Promotion,,7547.1904,Yes,12,12.5,Store Partner,Completed,No
ORD00000630,22-09-2023,PAY00000630,Store Financing,Seasonal Offer,SAVE10,2747.7416,Yes,12,12.5,Store Partner,Completed,No
ORD00000631,23-09-2023,PAY00000631,Store Financing,Seasonal Offer,SAVE10,2750.432,Yes,12,12.5,Store Partner,Completed,No
ORD00000632,24-09-2023,PAY00000632,Store Financing,Seasonal Offer,SAVE10,4348.9672,Yes,12,12.5,Store Partner,Completed,No
